image_id,text,word_length,image_mean,img_width,img_height,occur
g01-008-01-09,it,2,170.98001700680268,49,48,702
g01-008-02-00,on,2,131.73303167420818,68,26,697
g01-008-02-04,was,3,134.94001436781608,96,29,1135
g01-008-02-06,to,2,167.55412186379928,62,45,2647
g01-008-02-08,up,2,166.36190476190475,70,42,181
g01-008-02-09,his,3,173.7004081632653,75,49,708
g01-008-02-11,for,3,175.92557482855992,74,67,839
g01-008-03-00,an,2,140.43158953722335,71,28,401
g01-008-03-04,and,3,162.98780487804882,112,41,2473
g01-008-03-07,to,2,162.39096467391303,64,46,2647
g01-008-04-01,to,2,164.88036363636363,55,50,2647
g01-008-04-04,he,2,172.3761904761905,70,48,885
g01-008-04-07,to,2,166.5948930296756,63,46,2647
g01-008-05-00,the,3,175.13098847786537,97,51,5825
g01-008-05-03,of,2,184.5962325962326,66,74,3190
g01-008-05-07,This,4,198.0073891625616,140,58,123
g01-008-06-01,the,3,178.91203958218804,107,51,5825
g01-008-06-04,of,2,171.7894570707071,48,66,3190
g01-008-06-07,in,2,193.3588850174216,41,49,1799
g01-008-07-00,which,5,189.1627054862349,187,54,423
g01-008-07-04,the,3,180.60135404221427,93,54,5825
g01-008-07-08,had,3,175.72864404000657,107,57,732
g01-008-08-02,at,2,169.55833333333334,65,48,560
g01-008-08-03,the,3,163.76651162790697,86,50,5825
g01-008-08-05,of,2,170.31363022941972,57,65,3190
g01-012-00-01,all,3,188.10016734401142,89,94,243
g01-012-00-03,to,2,182.8607142857143,64,70,2647
g01-012-00-04,be,2,180.84066455696203,79,80,723
g01-012-00-06,well,4,197.0348356807512,142,75,102
g01-012-00-08,a,1,154.8622151563328,37,51,2260
g01-012-01-01,had,3,196.4671404755637,131,87,732
g01-012-01-03,of,2,214.5790434114484,76,137,3190
g01-012-01-04,the,3,152.85784313725492,40,51,5825
g01-012-01-07,the,3,198.15022988505748,100,87,5825
g01-012-02-01,and,3,208.4834344759718,134,91,2473
g01-012-02-05,was,3,190.826912568306,120,61,1135
g01-012-02-07,to,2,191.1181131380136,81,67,2647
g01-012-03-04,The,3,185.75788461538463,65,80,626
g01-012-03-10,who,3,198.0867816091954,140,87,263
g01-012-04-02,were,4,167.52351876978742,132,67,306
g01-012-04-05,their,5,198.318654230513,158,95,256
g01-012-05-01,the,3,176.55827658459927,92,83,5825
g01-012-05-03,of,2,205.26799302473046,83,152,3190
g01-012-05-04,a,1,164.0949519230769,39,64,2260
g01-016-00-03,of,2,221.63371579876443,77,103,3190
g01-016-01-02,for,3,219.66912521440827,106,110,839
g01-016-01-04,who,3,218.34356093344857,130,89,263
g01-016-01-05,are,3,196.9444286121402,121,58,382
g01-016-02-01,the,3,194.03819444444446,96,99,5825
g01-016-02-04,It,2,208.73776423538368,59,89,275
g01-016-02-07,that,4,201.8378740883561,151,79,1127
g01-016-03-00,the,3,200.82562313060814,118,85,5825
g01-016-03-02,of,2,212.07932755450489,108,141,3190
g01-016-03-04,could,5,207.72494658119652,240,78,144
g01-016-03-06,the,3,189.22242098986285,117,86,5825
g01-016-04-01,and,3,205.46519246519244,148,99,2473
g01-016-04-03,of,2,218.9572192513369,102,143,3190
g01-016-04-07,a,1,192.25826719576716,54,56,2260
g01-016-05-01,was,3,190.5334385480371,137,74,1135
g01-016-05-02,no,2,190.01355674028943,101,65,188
g01-016-05-04,for,3,222.67108406581025,145,153,839
g01-016-05-05,a,1,179.28591954022988,48,58,2260
g01-016-06-00,and,3,199.72564850115867,147,91,2473
g01-016-06-01,that,4,200.9693388693708,155,101,1127
g01-016-06-03,if,2,215.45606060606065,65,132,144
g01-016-06-05,had,3,209.20311252992818,179,84,732
g01-016-06-06,no,2,197.99099639855945,98,68,188
g01-019-00-00,It,2,215.8251082251083,45,77,275
g01-019-00-03,that,4,196.86290199664685,162,81,1127
g01-019-00-04,if,2,215.85044941671447,83,126,144
g01-019-00-05,an,2,187.13842551946152,102,67,401
g01-019-00-07,to,2,180.99268547544412,87,88,2647
g01-019-01-01,was,3,187.48688182029255,177,73,1135
g01-019-01-03,to,2,178.0121212121212,66,80,2647
g01-019-02-01,the,3,186.9504725897921,115,92,5825
g01-019-02-04,to,2,191.37584410573032,71,73,2647
g01-019-02-05,the,3,194.30972631578945,125,95,5825
g01-019-03-00,of,2,209.62213788741303,102,155,3190
g01-019-03-01,the,3,193.8710604375232,124,87,5825
g01-019-03-04,was,3,186.19096621437023,139,79,1135
g01-019-03-05,a,1,170.4569491525424,50,59,2260
g01-019-03-07,in,2,192.49868334430542,62,49,1799
g01-019-04-01,of,2,209.67010986386435,106,158,3190
g01-019-04-02,the,3,187.05815358067287,122,95,5825
g01-019-04-05,It,2,209.2336397058824,64,85,275
g01-019-05-00,that,4,195.2997627372628,176,91,1127
g01-019-05-03,were,4,183.00808599695583,146,72,306
g01-019-05-05,the,3,186.24072500708016,107,99,5825
g01-019-06-01,of,2,216.23613829093281,105,146,3190
g01-019-06-02,a,1,165.8513097072419,44,59,2260
g01-019-06-04,of,2,219.5211724137931,100,145,3190
g01-019-06-06,which,5,210.33297413793102,232,100,423
g01-019-07-07,and,3,193.22452229299358,157,84,2473
g01-019-08-00,and,3,196.39089813140447,168,79,2473
g01-019-08-01,that,4,176.2310257339616,155,89,1127
g01-019-08-02,there,5,192.72136752136745,169,90,204
g01-019-08-03,was,3,173.45804840985562,111,83,1135
g01-019-08-04,no,2,178.55837912087912,91,64,188
g01-019-08-06,of,2,208.47059695958473,93,145,3190
g01-019-09-01,a,1,169.21505376344086,42,62,2260
g01-019-09-03,and,3,188.82896593428745,121,82,2473
g01-022-07-01,A,1,177.7878306878307,42,45,166
g01-025-00-00,In,2,211.00309810671257,70,83,173
g01-025-00-01,this,4,213.5333399287693,133,76,353
g01-025-00-04,which,5,216.0055147058824,224,51,423
g01-025-00-05,was,3,183.16446725317687,124,33,1135
g01-025-01-01,out,3,197.6019269776876,102,58,207
g01-025-01-03,on,2,169.10292580982238,66,29,697
g01-025-01-04,the,3,188.46774193548384,93,54,5825
g01-025-01-06,of,2,200.90622895622886,66,90,3190
g01-025-02-02,there,5,203.55403263403264,195,55,204
g01-025-02-03,was,3,181.29909297052154,126,35,1135
g01-025-02-04,a,1,149.46617647058824,40,34,2260
g01-025-02-07,of,2,207.663962033068,71,92,3190
g01-025-03-01,in,2,191.66580086580086,55,42,1799
g01-025-03-03,to,2,189.65398660986,62,53,2647
g01-025-03-05,some,4,195.8728021978022,182,40,140
g01-025-04-01,out,3,206.62131837307152,115,62,207
g01-025-04-02,of,2,200.7947626841244,65,94,3190
g01-025-04-03,the,3,195.50516755402444,103,62,5825
g01-025-05-01,which,5,210.79556479556481,222,52,423
g01-025-05-05,and,3,193.0485516115871,114,43,2473
g01-025-05-06,in,2,213.79771241830062,60,51,1799
g01-025-05-07,the,3,194.3775956284153,90,61,5825
g01-025-06-01,of,2,204.58811405015462,71,82,3190
g01-025-06-02,the,3,203.01964285714286,112,55,5825
g01-025-06-04,and,3,198.0297771282426,119,46,2473
g01-025-07-00,to,2,193.41371340523884,66,59,2647
g01-025-07-01,which,5,220.56699588477366,225,54,423
g01-025-07-02,the,3,197.39,94,50,5825
g01-025-07-05,is,2,212.67923850574712,58,48,978
g01-025-08-00,the,3,208.3849537037037,135,64,5825
g01-025-08-02,of,2,208.38004715590924,78,87,3190
g01-025-08-03,the,3,197.91452599388376,109,60,5825
g01-025-08-05,to,2,197.40302144249512,76,54,2647
g01-025-08-06,the,3,198.856162464986,119,60,5825
g01-025-09-02,of,2,210.21602996254688,75,89,3190
g01-027-00-00,In,2,208.88494528246082,49,69,173
g01-027-00-02,this,4,207.92643968053804,117,61,353
g01-027-01-01,of,2,211.92524509803928,68,96,3190
g01-027-01-05,be,2,195.0555555555556,62,63,723
g01-027-02-03,A,1,199.00639329806,63,72,166
g01-027-03-01,not,3,209.07587047825496,121,61,479
g01-027-03-03,for,3,209.91251123090743,106,84,839
g01-027-03-05,and,3,210.04283126293998,112,69,2473
g01-027-04-01,but,3,206.5750496258971,111,59,418
g01-027-04-02,for,3,207.57332821889787,99,79,839
g01-027-04-03,a,1,165.69513888888892,45,32,2260
g01-027-04-04,very,4,217.57350210970463,150,79,119
g01-027-04-07,of,2,210.59328947368422,80,95,3190
g01-027-05-03,A,1,188.08869565217395,50,69,166
g01-027-06-02,in,2,218.58463949843258,58,55,1799
g01-027-06-04,to,2,199.32101341281668,61,55,2647
g01-027-07-00,the,3,203.45645821157208,116,59,5825
g01-027-07-03,of,2,209.74198717948718,78,88,3190
g01-027-07-04,the,3,202.98887176853282,99,59,5825
g01-027-08-01,the,3,200.08280922431862,90,53,5825
g01-027-08-04,from,4,221.30231388329983,142,84,384
g01-027-08-05,the,3,196.97938144329896,97,57,5825
g01-027-08-07,of,2,200.85719489981784,61,90,3190
g01-027-09-03,the,3,214.48656798245614,128,57,5825
g01-027-09-05,of,2,218.054573086488,77,94,3190
g01-031-00-02,as,2,164.13184584178498,68,29,702
g01-031-00-03,a,1,143.44432432432433,37,25,2260
g01-031-00-05,of,2,188.89087893864013,67,45,3190
g01-031-01-00,was,3,169.66576307942532,119,31,1135
g01-031-01-03,to,2,181.45440613026818,58,45,2647
g01-031-01-07,its,3,191.3701674277017,73,45,112
g01-031-02-01,was,3,162.21051051051055,111,30,1135
g01-031-02-02,the,3,179.1765650080257,89,42,5825
g01-031-02-05,of,2,188.2816767227692,67,47,3190
g01-031-03-05,were,4,160.6810344827586,140,29,306
g01-031-04-06,or,2,162.2985347985348,63,26,268
g01-031-04-08,and,3,188.86097659402745,118,42,2473
g01-031-05-01,of,2,183.3426346528228,67,46,3190
g01-031-05-02,a,1,136.02764423076923,32,26,2260
g01-031-05-05,A,1,166.00309917355372,44,44,166
g01-031-05-08,was,3,161.28211517165002,129,28,1135
g01-031-06-01,in,2,198.56400742115028,49,44,1799
g01-031-06-03,a,1,139.74298540965208,33,27,2260
g01-031-07-01,was,3,157.06722689075633,119,27,1135
g01-031-07-02,the,3,174.3766720171214,89,42,5825
g01-031-07-05,of,2,189.11121856866538,66,47,3190
g01-031-08-00,and,3,191.1717391304348,115,44,2473
g01-031-08-01,the,3,175.83433283358318,87,46,5825
g01-031-08-04,of,2,191.4506962205172,69,51,3190
g01-031-09-00,it,2,200.5313411078717,49,56,702
g01-031-09-01,was,3,164.5748820754717,106,32,1135
g01-031-10-00,and,3,200.493870967742,124,50,2473
g01-031-10-02,with,4,194.2873846153846,125,52,742
g01-031-10-03,the,3,181.48172987974098,92,47,5825
g01-031-10-06,that,4,188.42772215269088,136,47,1127
g01-031-10-08,in,2,201.83881715951688,49,49,1799
g01-031-10-09,the,3,186.94022289766968,105,47,5825
g01-034-00-02,his,3,190.009156626506,83,50,708
g01-034-00-06,not,3,197.94392523364482,107,46,479
g01-034-00-09,and,3,195.50851063829788,130,47,2473
g01-034-01-02,a,1,142.6562173458725,33,29,2260
g01-034-01-03,new,3,163.79862258953167,121,30,139
g01-034-01-05,of,2,186.98392084106368,66,49,3190
g01-034-02-00,the,3,180.87074829931973,98,51,5825
g01-034-02-04,and,3,189.30961115187088,116,47,2473
g01-034-02-05,the,3,175.595881006865,95,46,5825
g01-034-03-00,who,3,194.08477237048663,117,49,263
g01-034-03-03,the,3,172.82352941176467,85,44,5825
g01-034-04-00,be,2,179.07852564102558,65,48,723
g01-034-04-03,to,2,184.76004464285717,64,42,2647
g01-034-04-05,the,3,177.68019323671498,92,45,5825
g01-034-04-07,of,2,187.52,73,50,3190
g01-034-05-02,and,3,188.2455752212389,113,44,2473
g01-034-05-04,at,2,185.6568068424804,61,46,560
g01-034-05-06,the,3,183.7679653679654,105,44,5825
g01-034-05-08,of,2,177.36451612903232,62,45,3190
g01-034-06-00,the,3,180.2217171717172,88,45,5825
g01-034-06-03,But,3,184.42166381115555,103,51,173
g01-034-06-04,the,3,182.3314393939394,96,44,5825
g01-034-06-06,were,4,163.4730083234245,145,29,306
g01-034-06-07,not,3,192.81151944981733,99,47,479
g01-034-07-00,the,3,183.5440087145969,90,51,5825
g01-034-07-01,people,6,202.1511396011396,216,65,113
g01-034-07-03,and,3,192.5752992021277,128,47,2473
g01-034-07-05,a,1,138.95409429280394,31,26,2260
g01-034-07-08,was,3,168.50686603600857,113,29,1135
g01-034-08-00,not,3,193.8179264555669,89,44,479
g01-034-08-02,a,1,139.36040044493882,31,29,2260
g01-034-08-05,of,2,188.492,65,50,3190
g01-034-08-06,the,3,176.09235976789168,88,47,5825
g01-037-00-00,The,3,176.32385433715214,94,52,626
g01-037-00-01,people,6,204.5321190755973,207,74,113
g01-037-00-07,and,3,185.62826753199928,129,43,2473
g01-037-01-04,were,4,169.6267247639797,162,34,306
g01-037-01-08,to,2,172.87905282331508,61,45,2647
g01-037-01-09,the,3,180.68736263736264,105,52,5825
g01-037-02-02,of,2,185.4862466725821,69,49,3190
g01-037-02-04,or,2,166.06194295900178,66,34,268
g01-037-02-06,who,3,187.27039050914485,119,51,263
g01-037-03-00,had,3,191.67909571344688,131,52,732
g01-037-03-02,their,5,201.07267970882614,157,56,256
g01-037-04-00,who,3,183.90756302521007,119,48,263
g01-037-04-02,for,3,183.4622093023256,86,48,839
g01-037-04-03,the,3,175.6122814881219,97,46,5825
g01-037-05-01,who,3,188.00995575221242,113,48,263
g01-037-05-02,had,3,188.287786259542,131,50,732
g01-037-05-05,to,2,175.59945964201282,63,47,2647
g01-037-06-03,the,3,181.68962264150943,106,50,5825
g01-037-07-01,and,3,197.88098693759068,130,53,2473
g01-037-07-04,of,2,182.95105277549905,69,53,3190
g01-037-07-05,the,3,182.66418722786648,104,53,5825
g01-037-08-02,and,3,191.4736842105264,133,53,2473
g01-037-08-03,the,3,172.70909090909092,105,44,5825
g01-037-08-05,and,3,189.54975206611567,121,50,2473
g01-037-09-00,in,2,193.72429726607623,49,53,1799
g01-037-09-01,the,3,180.37454212454213,105,52,5825
g01-037-09-03,of,2,175.04834905660374,64,53,3190
g01-039-00-01,of,2,202.6838742652696,86,91,3190
g01-039-00-02,these,5,180.7496623577079,142,73,108
g01-039-00-06,the,3,181.25391113892368,94,68,5825
g01-039-00-10,or,2,171.7636036036036,75,37,268
g01-039-01-01,to,2,204.3945981554677,92,66,2647
g01-039-01-07,the,3,190.79852941176472,100,68,5825
g01-039-02-03,the,3,187.4223285486444,95,66,5825
g01-039-02-06,of,2,210.21115735235838,116,87,3190
g01-039-03-01,the,3,184.52236652236653,90,77,5825
g01-039-03-03,had,3,186.9430576441103,133,75,732
g01-039-04-01,the,3,183.68236582694414,99,83,5825
g01-039-04-03,and,3,191.43687185929645,199,64,2473
g01-039-04-04,his,3,198.01230086711035,114,87,708
g01-039-05-03,they,4,209.78126402729146,141,158,269
g01-039-05-04,were,4,188.87283834586464,190,56,306
g01-039-05-07,an,2,169.12118661897748,97,49,401
g01-039-06-02,on,2,176.35262345679013,108,48,697
g01-039-06-03,the,3,189.8291078689309,113,74,5825
g01-039-06-08,by,2,200.99121779859485,98,122,487
g01-039-07-01,of,2,200.75837547408344,112,113,3190
g01-039-07-02,that,4,180.4107117386964,171,82,1127
g01-039-07-07,which,5,196.5238549618321,262,96,423
g01-039-07-09,that,4,172.81958993643119,153,73,1127
g01-039-08-03,and,3,174.7965452847806,170,63,2473
g01-039-08-05,could,5,191.21603415559773,248,85,144
g01-039-08-06,be,2,179.84992967651195,90,79,723
g01-039-09-01,and,3,191.41420336979007,199,68,2473
g01-039-09-05,with,4,193.749,175,80,742
g01-039-09-06,a,1,171.6144465290807,82,52,2260
g01-043-00-01,were,4,178.01248086659595,149,57,306
g01-043-00-02,two,3,194.45193142361111,128,72,133
g01-043-00-03,other,5,178.97212903225812,155,75,141
g01-043-00-05,of,2,207.3629813664596,105,115,3190
g01-043-01-00,first,5,193.19357045143641,153,86,153
g01-043-01-02,the,3,181.0204187128457,106,73,5825
g01-043-01-05,which,5,194.0184241265796,219,86,423
g01-043-01-08,the,3,179.2934827729348,99,73,5825
g01-043-02-00,of,2,211.4567002612916,94,114,3190
g01-043-02-01,the,3,175.7391640866873,95,68,5825
g01-043-02-03,and,3,183.9330053667263,172,65,2473
g01-043-02-04,in,2,215.12032085561498,85,66,1799
g01-043-02-05,its,3,196.9428355957768,78,85,112
g01-043-03-04,and,3,188.886518904824,295,65,2473
g01-043-04-00,the,3,172.88697204045212,82,82,5825
g01-043-04-04,with,4,186.23776158445443,223,96,742
g01-043-04-06,the,3,163.42958152958153,99,70,5825
g01-043-05-01,had,3,205.42066210045658,146,96,732
g01-043-05-03,made,4,184.4677167589045,174,81,121
g01-043-06-00,at,2,196.0302325581396,95,86,560
g01-043-06-03,of,2,199.88914285714284,100,105,3190
g01-043-06-07,and,3,188.05023364485984,214,64,2473
g01-043-07-01,were,4,167.72519083969465,131,58,306
g01-043-07-02,now,3,171.79775910364143,140,51,116
g01-043-07-04,by,2,201.2814545454545,100,110,487
g01-043-08-01,at,2,190.2975958414555,114,81,560
g01-043-08-02,a,1,154.99469387755101,49,50,2260
g01-043-08-08,in,2,219.81129253396492,113,71,1799
g01-043-09-01,of,2,197.6610101010101,99,100,3190
g01-043-09-02,the,3,180.400807948466,129,71,5825
g01-043-09-04,for,3,197.91404525386315,151,96,839
g01-045-00-00,In,2,198.8072211476467,47,66,173
g01-045-00-02,to,2,197.26949904882687,83,76,2647
g01-045-00-03,these,5,181.03009259259255,138,72,108
g01-045-00-06,the,3,179.67779241692284,99,69,5825
g01-045-00-08,had,3,183.52322264064816,127,69,732
g01-045-00-09,the,3,177.2063609467456,104,78,5825
g01-045-01-02,of,2,204.69365540120253,91,106,3190
g01-045-01-03,his,3,201.44877027734168,105,91,708
g01-045-01-05,at,2,171.85090909090908,110,50,560
g01-045-01-06,the,3,187.49216808276975,219,79,5825
g01-045-02-00,of,2,201.66584158415841,88,101,3190
g01-045-02-01,the,3,175.78007889546348,91,78,5825
g01-045-02-05,as,2,179.5135435992579,98,55,702
g01-045-02-06,its,3,191.24613026819924,75,87,112
g01-045-03-00,and,3,181.21998001998008,154,65,2473
g01-045-03-01,the,3,172.48782445812145,101,74,5825
g01-045-03-03,of,2,197.45518701481998,104,109,3190
g01-045-03-04,the,3,172.68069666182873,106,78,5825
g01-045-03-06,of,2,199.86102457597786,107,108,3190
g01-045-04-00,It,2,179.4898110962368,83,81,275
g01-045-04-01,was,3,177.10247093023256,129,64,1135
g01-045-04-05,a,1,152.44277245782033,51,43,2260
g01-045-04-07,and,3,183.23975609756096,205,60,2473
g01-045-04-08,not,3,200.02205815331328,159,69,479
g01-045-04-09,very,4,199.50751301760482,185,109,119
g01-045-05-03,in,2,202.95664170279858,86,59,1799
g01-045-05-04,which,5,184.41083743842358,232,70,423
g01-045-05-05,the,3,177.6232552494235,107,77,5825
g01-045-06-03,and,3,179.06739926739928,168,65,2473
g01-045-06-06,were,4,157.77887323943662,142,50,306
g01-045-07-00,as,2,165.6622334326989,89,49,702
g01-045-07-02,as,2,173.96070429104478,128,67,702
g01-045-07-03,the,3,178.60990193733554,113,74,5825
g01-045-08-00,and,3,176.5604726100967,133,70,2473
g01-045-08-04,and,3,181.29857685009486,170,62,2473
g01-045-08-05,in,2,218.69237472766883,135,85,1799
g01-045-08-06,which,5,184.7016045548654,230,84,423
g01-045-08-07,the,3,182.30506198347103,121,80,5825
g01-045-09-03,of,2,205.5003861003861,111,105,3190
g01-045-09-04,the,3,171.99912536443142,98,70,5825
g01-067-00-00,But,3,198.02398081534767,139,72,173
g01-067-00-01,this,4,204.5003844675125,153,68,353
g01-067-00-02,time,4,217.9684999272516,174,79,143
g01-067-00-03,there,5,200.5748847926268,182,62,204
g01-067-00-04,was,3,192.54790112622499,159,43,1135
g01-067-00-05,a,1,174.48163841807911,59,36,2260
g01-067-00-06,very,4,209.99566610137558,174,61,119
g01-067-01-01,to,2,188.04127966976262,57,68,2647
g01-067-01-03,a,1,170.48809523809524,51,28,2260
g01-067-01-06,to,2,181.0156369183829,46,57,2647
g01-067-01-07,the,3,199.38520871143376,116,76,5825
g01-067-02-03,The,3,202.5386291268644,153,78,626
g01-067-02-05,of,2,209.04841954022987,80,87,3190
g01-067-02-06,an,2,175.56027596223674,81,34,401
g01-067-03-01,was,3,204.4930059523809,160,42,1135
g01-067-03-03,to,2,188.84628897672368,69,66,2647
g01-067-03-06,over,4,179.50162220620044,146,38,123
g01-067-04-00,and,3,200.60346320346318,165,63,2473
g01-067-04-03,the,3,189.96083801177602,109,67,5825
g01-067-04-05,were,4,176.98799435028252,177,40,306
g01-067-04-06,to,2,192.14388888888888,75,72,2647
g01-067-04-08,a,1,165.97244303126655,51,37,2260
g01-067-05-00,the,3,192.21836419753086,112,81,5825
g01-067-05-02,of,2,212.07191011235957,89,80,3190
g01-067-05-04,and,3,214.30599108763823,166,73,2473
g01-067-05-05,the,3,193.85218324982102,127,66,5825
g01-067-06-00,of,2,195.67607017543858,75,95,3190
g01-067-06-02,and,3,211.69122917984402,153,62,2473
g01-067-06-04,were,4,182.28233555062823,165,41,306
g01-067-06-05,to,2,196.6659261790841,76,77,2647
g01-067-07-00,and,3,209.68449964174823,159,79,2473
g01-067-07-02,these,5,202.2735283495847,195,71,108
g01-067-07-03,two,3,204.0306020733653,152,66,133
g01-067-07-05,a,1,188.7076330532213,68,42,2260
g01-067-08-01,of,2,198.5906986531986,99,96,3190
g01-067-08-03,was,3,191.88721088435366,150,49,1135
g01-067-08-05,for,3,200.987189672294,106,95,839
g01-067-08-06,the,3,192.03241451782398,139,89,5825
g01-067-09-02,of,2,200.91385553649704,99,106,3190
g01-067-09-04,and,3,195.2614560236512,164,66,2473
g01-070-00-01,the,3,197.7308859223301,103,64,5825
g01-070-00-03,was,3,194.4899647887324,142,40,1135
g01-070-00-05,and,3,208.63883847549909,133,58,2473
g01-070-01-00,the,3,194.23095081967213,125,61,5825
g01-070-01-04,a,1,174.13205128205132,40,39,2260
g01-070-02-00,to,2,194.5964912280701,57,73,2647
g01-070-02-03,in,2,224.8098935864251,61,57,1799
g01-070-02-06,only,4,223.79253931316555,163,87,143
g01-070-03-00,In,2,212.93644781144783,66,72,173
g01-070-03-01,the,3,197.9110661268556,114,65,5825
g01-070-03-07,the,3,196.4797101449276,120,69,5825
g01-070-03-09,and,3,208.90480928689885,180,67,2473
g01-070-04-04,was,3,192.54902874902874,143,45,1135
g01-070-05-00,by,2,215.74411764705883,80,85,487
g01-070-05-01,a,1,168.37738095238097,48,35,2260
g01-070-05-03,which,5,216.20979636763897,230,79,423
g01-070-05-05,at,2,199.35421064977714,98,87,560
g01-070-06-01,were,4,194.39701324316707,182,39,306
g01-070-06-04,for,3,199.65456989247312,93,80,839
g01-070-06-05,a,1,150.10963455149505,43,28,2260
g01-070-06-07,so,2,154.47261904761905,63,40,212
g01-070-07-02,from,4,218.34016393442624,183,84,384
g01-070-07-03,the,3,206.8703125,128,75,5825
g01-070-07-05,in,2,215.25257560651386,51,59,1799
g01-070-07-06,a,1,140.4454887218045,38,28,2260
g01-070-07-08,with,4,203.50229266347688,132,76,742
g01-070-08-02,and,3,207.99415086728519,148,67,2473
g01-070-08-03,not,3,212.20830586684247,123,74,479
g01-070-08-04,over,4,175.33167701863354,161,35,123
g01-070-09-00,with,4,213.10622284295468,179,72,742
g01-070-09-02,and,3,198.28419287211742,159,75,2473
g01-074-00-01,was,3,167.98934633441675,142,39,1135
g01-074-00-03,in,2,203.52813852813858,66,56,1799
g01-074-00-06,but,3,191.21294077370763,127,69,418
g01-074-00-07,this,4,191.55808823529406,136,60,353
g01-074-00-08,time,4,199.92521895351447,146,61,143
g01-074-01-00,over,4,166.7777008310249,152,38,123
g01-074-01-01,a,1,146.6983695652174,46,32,2260
g01-074-01-03,of,2,201.99684684684684,90,74,3190
g01-074-01-07,A,1,172.51523631840797,48,67,166
g01-074-02-01,from,4,210.15334281650075,190,74,384
g01-074-02-03,had,3,189.5430769230769,120,65,732
g01-074-02-04,been,4,194.0243240952623,171,69,373
g01-074-02-07,and,3,195.15857487922702,138,60,2473
g01-074-03-04,a,1,154.63641245972073,49,38,2260
g01-074-03-07,was,3,174.1395348837209,172,42,1135
g01-074-03-08,one,3,163.74750830564784,129,42,214
g01-074-03-09,of,2,181.38905826558258,82,72,3190
g01-074-04-02,with,4,195.3772710418984,174,62,742
g01-074-04-03,the,3,172.83384223918574,131,60,5825
g01-074-04-06,It,2,180.84202512371527,71,74,275
g01-074-04-07,is,2,185.45647136709698,53,57,978
g01-074-05-00,from,4,205.59438305709025,181,72,384
g01-074-05-01,the,3,180.06285511363637,128,66,5825
g01-074-05-03,that,4,184.93934862080425,177,68,1127
g01-074-05-04,this,4,196.0919252585919,162,74,353
g01-074-05-05,was,3,180.7986299414871,143,49,1135
g01-074-05-06,a,1,153.21169772256732,46,42,2260
g01-074-06-03,and,3,198.45215702310367,146,67,2473
g01-074-07-00,The,3,190.1181748022381,142,73,626
g01-074-07-03,were,4,167.34146341463415,180,41,306
g01-074-07-05,of,2,199.6177671068428,85,98,3190
g01-074-08-01,who,3,201.85627530364368,171,78,263
g01-074-08-02,could,5,192.26185215579827,217,73,144
g01-074-08-05,and,3,195.57252572091,206,67,2473
g01-074-09-01,with,4,205.05342945694647,181,82,742
g01-074-09-04,than,4,188.8693379790941,164,77,178
g01-083-00-00,A,1,172.31335034013603,49,96,166
g01-083-00-02,of,2,185.9931972789116,69,98,3190
g01-083-00-04,was,3,168.713598519889,115,47,1135
g01-083-00-07,a,1,149.6335514574658,41,41,2260
g01-083-01-00,to,2,180.36754573532903,61,69,2647
g01-083-01-04,It,2,171.75458771715194,67,61,275
g01-083-01-05,was,3,166.29416515243287,127,39,1135
g01-083-01-07,that,4,169.57633242999097,123,63,1127
g01-083-02-00,was,3,177.00658096112642,99,66,1135
g01-083-02-01,a,1,154.82285714285715,35,30,2260
g01-083-02-05,and,3,188.093837535014,154,51,2473
g01-083-02-06,the,3,178.5929290934229,83,61,5825
g01-083-02-09,to,2,167.78917120387175,57,58,2647
g01-083-03-01,of,2,180.7551671732523,70,94,3190
g01-083-03-02,this,4,179.75030584781013,122,67,353
g01-083-03-05,the,3,171.60900732429485,93,69,5825
g01-083-04-00,the,3,173.24439775910363,85,84,5825
g01-083-04-03,The,3,172.85664335664336,78,77,626
g01-083-04-05,of,2,184.92917166866744,68,98,3190
g01-083-04-07,to,2,166.14308300395257,55,69,2647
g01-083-04-08,which,5,183.64816176470592,136,60,423
g01-083-04-09,the,3,167.7645437844458,92,71,5825
g01-083-05-02,was,3,150.86777777777775,100,45,1135
g01-083-05-03,that,4,172.28396358543418,119,72,1127
g01-083-05-04,of,2,181.69885057471265,70,87,3190
g01-083-05-05,the,3,175.66177908113391,93,66,5825
g01-083-05-06,first,5,201.65514278159702,124,122,153
g01-083-05-09,The,3,173.296992481203,76,84,626
g01-083-06-01,of,2,186.78427842784282,66,101,3190
g01-083-06-02,this,4,185.4634259259259,108,80,353
g01-083-06-04,had,3,174.5518751403548,122,73,732
g01-083-06-05,been,4,176.02773892773897,132,65,373
g01-083-06-06,to,2,167.2474801061008,58,65,2647
g01-083-06-07,a,1,138.57375886524824,30,47,2260
g01-083-07-01,by,2,181.44778111444785,74,81,487
g01-083-07-02,the,3,174.66364734299518,92,72,5825
g01-083-07-05,of,2,184.3696071163825,71,95,3190
g01-083-07-06,the,3,168.85464015151516,96,66,5825
g01-083-08-00,but,3,179.9976387249114,99,77,418
g01-083-08-01,this,4,173.7353005226481,112,82,353
g01-083-08-03,was,3,148.3791958041958,110,52,1135
g01-083-08-06,and,3,176.83290043290043,147,55,2473
g01-083-08-07,the,3,172.1633201357466,104,68,5825
g01-083-08-10,in,2,191.44540229885047,58,54,1799
g01-083-09-01,by,2,194.00085616438355,73,80,487
g01-083-09-02,a,1,139.38738738738738,37,42,2260
