image_id,text,word_length,image_mean,img_width,img_height,occur,top_100
g06-026l-02-09,of,2,220.56190476190483,55,63,3190,True
g06-026l-03-01,he,2,222.03703703703704,54,57,885,True
g06-026l-03-02,was,3,213.56609195402305,87,36,1135,True
g06-026l-03-04,this,4,225.04879542670483,79,62,353,True
g06-026l-03-06,he,2,227.4164648910412,63,59,885,True
g06-026l-03-08,of,2,223.70760233918128,57,69,3190,True
g06-026l-03-09,the,3,221.60756562017505,67,58,5825,True
g06-026l-03-11,of,2,231.1794489947877,79,68,3190,True
g06-026l-03-12,the,3,217.7324208266237,69,54,5825,True
g06-026l-04-02,and,3,228.852544132918,107,63,2473,True
g06-026l-04-03,the,3,218.63263263263264,74,54,5825,True
g06-026l-04-06,of,2,222.1415770609319,62,81,3190,True
g06-026l-04-07,the,3,221.8334008097166,76,65,5825,True
g06-026l-05-00,by,2,220.56938669438668,37,104,487,True
g06-026l-05-01,the,3,223.6777777777777,75,66,5825,True
g06-026l-05-03,of,2,218.5220353417074,61,77,3190,True
g06-026m-00-00,A,1,184.55046197583508,42,67,166,True
g06-026m-00-06,It,2,209.9845703125,80,64,275,True
g06-026m-00-07,so,2,172.7786069651741,67,30,212,True
g06-026m-00-09,that,4,209.29350852767143,169,68,1127,True
g06-026m-01-00,I,1,201.0363408521304,38,63,648,True
g06-026m-01-01,have,4,214.1099108367627,162,72,422,True
g06-026m-01-02,an,2,176.12488129154798,78,27,401,True
g06-026m-01-04,who,3,217.8359278477885,171,71,263,True
g06-026m-01-05,is,2,223.203125,62,64,978,True
g06-026m-01-07,the,3,202.6813808715337,93,76,5825,True
g06-026m-02-03,that,4,209.7165750915751,168,65,1127,True
g06-026m-02-05,was,3,188.06256812731635,139,33,1135,True
g06-026m-02-07,But,3,214.1413003663004,156,70,173,True
g06-026m-02-08,he,2,203.81820436507945,63,64,885,True
g06-026m-02-09,has,3,210.14407713498628,110,66,333,True
g06-026m-03-00,not,3,217.2657321500605,134,74,479,True
g06-026m-03-01,one,3,193.01086380498143,102,37,214,True
g06-026m-03-03,of,2,208.62957264957265,78,75,3190,True
g06-026m-03-08,he,2,207.4511157119853,63,69,885,True
g06-026m-03-09,was,3,189.4793771043771,144,33,1135,True
g06-026m-04-00,this,4,204.2047772410091,108,69,353,True
g06-026m-04-02,he,2,215.33641304347827,80,69,885,True
g06-026m-04-04,of,2,213.5883575883576,74,78,3190,True
g06-026m-04-05,the,3,205.1042386185244,91,70,5825,True
g06-026m-04-07,of,2,210.047138047138,72,66,3190,True
g06-026m-04-08,the,3,201.9462962962963,90,66,5825,True
g06-026m-04-11,and,3,212.70414746543773,124,70,2473,True
g06-026m-05-00,the,3,196.0367816091954,87,75,5825,True
g06-026m-05-03,of,2,211.6455696202532,87,79,3190,True
g06-026m-05-04,the,3,203.1176026570048,96,69,5825,True
g06-026m-06-00,by,2,208.59057155715573,88,101,487,True
g06-026m-06-01,the,3,201.6863756798215,101,71,5825,True
g06-026m-06-03,of,2,214.0412296037296,78,88,3190,True
g06-026n-00-00,A,1,221.3706882323816,73,83,166,True
g06-026n-00-06,It,2,231.3965433300876,104,79,275,True
g06-026n-00-07,so,2,214.3145057766367,95,41,212,True
g06-026n-00-09,that,4,216.81589982527663,202,85,1127,True
g06-026n-01-00,I,1,237.3122682844624,69,86,648,True
g06-026n-01-01,have,4,222.2859583721653,174,74,422,True
g06-026n-01-02,an,2,204.99343724364232,106,46,401,True
g06-026n-01-04,who,3,226.83877008577988,186,89,263,True
g06-026n-01-05,is,2,233.7483433502851,103,63,978,True
g06-026n-01-07,the,3,211.0367513218341,139,83,5825,True
g06-026n-02-04,that,4,216.2822354916962,233,92,1127,True
g06-026n-02-06,was,3,217.76810344827587,220,58,1135,True
g06-026n-03-00,But,3,222.77127306517983,186,81,173,True
g06-026n-03-01,he,2,218.17523305618545,98,81,885,True
g06-026n-03-02,has,3,220.7934966216216,160,74,333,True
g06-026n-03-03,not,3,232.0518761017376,209,95,479,True
g06-026n-03-04,one,3,211.1393059726393,111,54,214,True
g06-026n-03-06,of,2,233.77713815789477,128,114,3190,True
g06-026n-04-01,he,2,216.6591599889472,94,77,885,True
g06-026n-04-02,was,3,216.2172854534388,155,53,1135,True
g06-026n-04-04,this,4,215.4508377896613,165,85,353,True
g06-026n-04-06,he,2,216.49542261017675,122,77,885,True
g06-026n-05-01,of,2,228.76184615384616,125,104,3190,True
g06-026n-05-02,the,3,211.2683096147171,134,86,5825,True
g06-026n-05-04,of,2,231.82473148277305,134,107,3190,True
g06-026n-05-05,the,3,214.2995570321152,147,86,5825,True
g06-026n-06-00,and,3,224.98831775700936,214,78,2473,True
g06-026n-06-01,the,3,217.3043547361729,143,88,5825,True
g06-026n-06-04,of,2,227.55069348127603,140,103,3190,True
g06-026n-06-05,the,3,209.6688596491228,152,84,5825,True
g06-026n-07-01,by,2,230.29905747289348,103,137,487,True
g06-026n-07-02,the,3,209.49382716049385,135,78,5825,True
g06-026n-07-04,of,2,232.46994052876408,153,111,3190,True
g06-026o-00-00,A,1,207.91049323938304,59,89,166,True
g06-026o-00-06,It,2,215.5082799145299,117,64,275,True
g06-026o-00-07,so,2,195.58841463414643,82,44,212,True
g06-026o-01-00,that,4,223.37643207855973,195,94,1127,True
g06-026o-01-01,I,1,219.14997638167216,58,73,648,True
g06-026o-01-02,have,4,228.26111111111112,198,90,422,True
g06-026o-01-03,an,2,204.65665342601787,106,38,401,True
g06-026o-01-05,who,3,225.3401450610177,202,86,263,True
g06-026o-01-06,is,2,224.29437229437232,77,69,978,True
g06-026o-02-00,the,3,222.4797039694999,147,91,5825,True
g06-026o-02-05,that,4,221.14964617282348,211,73,1127,True
g06-026o-02-07,was,3,214.5597883597884,168,45,1135,True
g06-026o-03-00,But,3,216.09591642924977,143,81,173,True
g06-026o-03-01,he,2,222.99569377990431,110,76,885,True
g06-026o-03-02,has,3,227.2411616161616,162,88,333,True
g06-026o-03-03,not,3,219.60852130325816,171,70,479,True
g06-026o-03-04,one,3,204.2906530089629,142,44,214,True
g06-026o-03-06,of,2,225.744866153282,108,101,3190,True
g06-026o-04-01,he,2,219.19817415730336,89,80,885,True
g06-026o-04-02,was,3,209.1629213483146,178,46,1135,True
g06-026o-04-04,this,4,224.2391290217745,181,85,353,True
g06-026o-04-06,he,2,223.4255196857937,143,73,885,True
g06-026o-05-01,of,2,223.9426272984441,101,112,3190,True
g06-026o-05-02,the,3,218.9842430149448,152,81,5825,True
g06-026o-05-04,of,2,220.75210511705376,101,107,3190,True
g06-026o-05-05,the,3,211.8104018912529,141,75,5825,True
g06-026o-05-08,and,3,222.95233520543897,199,68,2473,True
g06-026o-06-00,the,3,219.0244876431585,158,84,5825,True
g06-026o-06-03,of,2,223.59265670553933,112,98,3190,True
g06-026o-06-04,the,3,218.26537272414976,164,71,5825,True
g06-026o-07-01,by,2,228.34185463659145,114,140,487,True
g06-026o-07-02,the,3,216.9099005799503,142,68,5825,True
g06-026o-07-04,of,2,225.1948963317384,114,110,3190,True
g06-026p-00-00,A,1,207.6536195286196,33,72,166,True
g06-026p-00-06,It,2,214.50560897435895,39,64,275,True
g06-026p-00-07,so,2,216.2264367816092,58,45,212,True
g06-026p-00-09,that,4,224.31506700076253,137,67,1127,True
g06-026p-00-10,I,1,219.6551724137931,29,67,648,True
g06-026p-00-11,have,4,227.6062435912043,131,67,422,True
g06-026p-00-12,an,2,215.71662637657803,73,51,401,True
g06-026p-01-01,who,3,221.90934551886792,106,64,263,True
g06-026p-01-02,is,2,231.7236263736264,56,65,978,True
g06-026p-01-04,the,3,223.66029265048212,97,62,5825,True
g06-026p-02-00,that,4,226.40339398895927,146,67,1127,True
g06-026p-02-02,was,3,222.5016578249337,116,52,1135,True
g06-026p-02-04,But,3,208.2145896656535,94,70,173,True
g06-026p-02-05,he,2,213.1233870967741,60,62,885,True
g06-026p-02-06,has,3,216.2710295040804,108,59,333,True
g06-026p-02-07,not,3,222.2744947948561,92,71,479,True
g06-026p-02-08,one,3,213.3358720487433,101,52,214,True
g06-026p-02-10,of,2,228.14437286851089,58,91,3190,True
g06-026p-03-01,he,2,221.3946572580645,62,64,885,True
g06-026p-03-02,was,3,217.0050648939537,117,54,1135,True
g06-026p-03-04,this,4,227.43864134404677,111,74,353,True
g06-026p-03-06,he,2,220.5392857142857,70,64,885,True
g06-026p-03-08,of,2,226.77570281124497,60,83,3190,True
g06-026p-03-09,the,3,224.98065003779288,105,63,5825,True
g06-026p-04-00,of,2,222.7219814241486,51,95,3190,True
g06-026p-04-01,the,3,223.47454142947495,93,68,5825,True
g06-026p-04-04,and,3,219.26476890113256,99,66,2473,True
g06-026p-04-05,the,3,223.4068777664283,89,66,5825,True
g06-026p-04-08,of,2,227.8598024316109,56,94,3190,True
g06-026p-04-09,the,3,227.04782116581777,93,76,5825,True
g06-026p-05-01,by,2,227.810142834216,67,93,487,True
g06-026p-05-02,the,3,226.046875,102,64,5825,True
g06-026p-05-04,of,2,226.30337512054,61,85,3190,True
g06-026r-00-00,A,1,190.81157024793387,44,55,166,True
g06-026r-00-06,It,2,200.1298611111111,60,48,275,True
g06-026r-00-07,so,2,183.81099324975887,61,34,212,True
g06-026r-00-09,that,4,194.9702741189036,106,53,1127,True
g06-026r-00-10,I,1,197.7680911680912,39,45,648,True
g06-026r-00-11,have,4,198.56296296296296,135,45,422,True
g06-026r-00-12,an,2,189.21924223073648,81,29,401,True
g06-026r-01-01,who,3,195.26697247706423,109,40,263,True
g06-026r-01-02,is,2,198.1464,50,50,978,True
g06-026r-01-04,the,3,206.8653348131705,106,51,5825,True
g06-026r-01-09,that,4,201.408797417272,126,59,1127,True
g06-026r-02-01,was,3,174.23101449275364,115,30,1135,True
g06-026r-02-03,But,3,191.23430141287284,104,49,173,True
g06-026r-02-04,he,2,207.41317829457364,86,45,885,True
g06-026r-02-05,has,3,197.72399829497016,102,46,333,True
g06-026r-02-06,not,3,204.72156862745095,90,51,479,True
g06-026r-02-07,one,3,187.94106199610783,109,33,214,True
g06-026r-02-09,of,2,210.0948632974317,71,68,3190,True
g06-026r-03-00,he,2,199.75295381310417,76,49,885,True
g06-026r-03-01,was,3,165.56879812520924,103,29,1135,True
g06-026r-03-03,this,4,205.17570789865871,122,55,353,True
g06-026r-03-05,he,2,207.87712264150943,80,53,885,True
g06-026r-03-07,of,2,204.8636363636364,67,66,3190,True
g06-026r-03-08,the,3,196.31475485661423,92,47,5825,True
g06-026r-03-10,of,2,201.00022956841136,66,66,3190,True
g06-026r-03-11,the,3,200.4182663164276,101,49,5825,True
g06-026r-04-00,and,3,198.9672380952381,105,50,2473,True
g06-026r-04-01,the,3,199.98148537765616,97,49,5825,True
g06-026r-04-04,of,2,205.97126436781608,58,72,3190,True
g06-026r-04-05,the,3,209.9774423043554,113,51,5825,True
g06-026r-04-07,by,2,196.3015122873346,46,46,487,True
g06-026r-04-08,the,3,196.7888619854721,35,59,5825,True
g06-026r-05-01,of,2,205.31514084507043,64,71,3190,True
g06-031a-00-02,a,1,167.5191570881226,29,36,2260,True
g06-031a-00-07,he,2,208.7349615558571,66,67,885,True
g06-031a-00-11,I,1,225.2340815391663,37,59,648,True
g06-031a-01-04,I,1,222.29891304347825,32,46,648,True
g06-031a-01-08,but,3,216.82633188475776,109,57,418,True
g06-031a-02-00,I,1,219.2441379310345,29,50,648,True
g06-031a-02-03,for,3,223.07268691912887,89,81,839,True
g06-031a-02-04,my,2,221.4932212885154,105,85,120,True
g06-031a-02-07,I,1,224.787969924812,35,57,648,True
g06-031a-02-08,may,3,225.49887333560943,145,101,162,True
g06-031a-02-09,be,2,207.20129870129867,77,58,723,True
g06-031a-03-03,I,1,223.86369680851064,32,47,648,True
g06-031a-03-05,but,3,217.026967285588,117,58,418,True
g06-031a-03-07,that,4,224.224055944056,165,65,1127,True
g06-031a-03-08,the,3,213.39844985764,109,58,5825,True
g06-031a-04-01,of,2,227.5263157894737,84,76,3190,True
g06-031a-04-02,the,3,215.08315789473687,100,57,5825,True
g06-031a-04-04,will,4,210.56384770889488,112,53,270,True
g06-031a-04-05,be,2,202.3486842105264,72,57,723,True
g06-031a-04-06,so,2,191.2802400738689,57,38,212,True
g06-031a-04-08,at,2,218.9081196581197,81,52,560,True
g06-031a-04-09,the,3,211.6178948981155,107,61,5825,True
g06-031a-05-01,of,2,224.0340909090909,79,88,3190,True
g06-031a-05-04,that,4,218.43337367217964,111,67,1127,True
g06-031a-05-05,the,3,209.3163029100529,96,63,5825,True
g06-031a-06-01,a,1,167.9775171065494,33,31,2260,True
g06-031a-06-04,which,5,218.10673575129533,193,65,423,True
g06-031a-06-06,be,2,197.816975308642,60,54,723,True
g06-031a-06-07,had,3,218.8955555555556,150,72,732,True
g06-031a-06-09,will,4,213.16097178683387,110,58,270,True
g06-031a-06-10,be,2,206.2650046168052,76,57,723,True
g06-031a-07-00,a,1,166.9193548387097,32,31,2260,True
g06-031a-07-02,of,2,224.35617256306912,77,87,3190,True
g06-031a-07-06,then,4,216.61375473484853,128,66,98,True
g06-031a-08-00,what,4,225.8721590909091,160,77,154,True
g06-031a-08-01,may,3,214.9874338624339,126,84,162,True
g06-031b-00-02,a,1,196.66808510638305,40,47,2260,True
g06-031b-00-07,he,2,220.639557082856,81,97,885,True
g06-031b-02-02,but,3,219.6447622389893,139,82,418,True
g06-031b-02-06,for,3,220.36743824158725,106,97,839,True
g06-031b-02-07,my,2,215.79859114433583,94,74,120,True
g06-031b-03-03,may,3,224.13672785547783,156,88,162,True
g06-031b-03-04,be,2,220.19251207729468,90,92,723,True
g06-031b-03-08,I,1,165.77853881278543,12,73,648,True
g06-031b-04-00,but,3,226.3064016520393,149,104,418,True
g06-031b-04-02,that,4,222.33385801128964,196,94,1127,True
g06-031b-04-03,the,3,225.2840365682138,158,90,5825,True
g06-031b-04-05,of,2,222.45200680612552,97,103,3190,True
g06-031b-05-00,the,3,216.8123614190688,132,82,5825,True
g06-031b-05-02,will,4,216.08023209283715,147,68,270,True
g06-031b-05-03,be,2,211.2862181909801,98,81,723,True
g06-031b-05-04,so,2,188.4310606060606,72,55,212,True
g06-031b-05-06,at,2,213.05579992459468,109,73,560,True
g06-031b-05-07,the,3,216.7909965034965,143,80,5825,True
g06-031b-06-01,of,2,220.98785425101207,91,95,3190,True
g06-031b-06-04,that,4,221.5005561735261,186,87,1127,True
g06-031b-06-05,the,3,222.39532467532467,150,77,5825,True
g06-031b-07-03,a,1,189.6212609295904,53,41,2260,True
g06-031b-08-00,which,5,234.1413687212108,282,97,423,True
g06-031b-08-02,be,2,212.4373548465957,101,81,723,True
g06-031b-08-03,had,3,217.8194507318545,141,94,732,True
g06-031b-08-05,will,4,224.9490863542588,156,87,270,True
g06-031b-08-06,be,2,211.45384615384611,130,71,723,True
g06-031b-08-07,a,1,193.84097035040432,53,49,2260,True
g06-031b-09-00,of,2,220.39107142857145,75,112,3190,True
g06-031b-09-04,then,4,219.52309773854768,187,83,98,True
g06-031b-09-07,what,4,219.1149228922338,221,98,154,True
g06-031b-10-00,may,3,222.8877025594427,186,71,162,True
g06-031c-00-03,a,1,197.2354312354313,33,26,2260,True
g06-031c-00-08,he,2,212.2991423670669,53,55,885,True
g06-031c-01-08,but,3,208.34547591069327,74,46,418,True
g06-031c-02-01,for,3,216.18768328445748,62,66,839,True
g06-031c-02-02,my,2,222.64708860759487,79,75,120,True
g06-031c-02-06,may,3,228.64678899082568,109,66,162,True
g06-031c-02-07,be,2,215.59530697524917,61,51,723,True
g06-031c-03-01,but,3,205.6108659680088,74,49,418,True
g06-031c-03-03,that,4,211.41703403279843,107,53,1127,True
g06-031c-03-04,the,3,213.4896978021978,91,48,5825,True
g06-031c-03-06,of,2,218.99844921168253,53,73,3190,True
g06-031c-03-07,the,3,211.7629629629629,96,45,5825,True
g06-031c-04-00,will,4,213.1466731423021,71,58,270,True
g06-031c-04-01,be,2,212.64261931187568,68,53,723,True
g06-031c-04-02,so,2,205.8157262905162,49,34,212,True
g06-031c-04-04,at,2,215.32985452245416,62,51,560,True
g06-031c-04-05,the,3,216.25347866419293,98,44,5825,True
g06-031c-04-07,of,2,220.6360505166476,52,67,3190,True
g06-031c-05-00,that,4,213.44488324175825,112,52,1127,True
g06-031c-05-01,the,3,209.0081927710844,83,50,5825,True
g06-031c-05-05,a,1,178.09126984126985,28,18,2260,True
g06-031c-05-08,which,5,223.2760045597036,121,58,423,True
g06-031c-06-01,be,2,203.9856887298748,65,43,723,True
g06-031c-06-02,had,3,207.0,79,53,732,True
g06-031c-06-04,will,4,215.9971153846154,80,52,270,True
g06-031c-06-05,be,2,213.8988020176544,61,52,723,True
g06-031c-06-06,a,1,187.81422924901185,23,22,2260,True
g06-031c-06-08,of,2,206.9549425287356,58,75,3190,True
g06-031c-06-12,then,4,212.4205607476636,107,50,98,True
g06-031c-07-02,what,4,217.06546117185317,123,58,154,True
g06-031c-07-03,may,3,226.48520923520925,108,77,162,True
g06-031d-00-02,a,1,185.53716216216216,37,32,2260,True
g06-031d-00-07,he,2,213.86531440162275,58,85,885,True
g06-031d-00-11,I,1,201.6015037593985,21,76,648,True
g06-031d-01-03,I,1,169.67069892473117,12,62,648,True
g06-031d-01-07,but,3,212.14093463472344,98,69,418,True
g06-031d-01-08,I,1,188.8070707070707,15,66,648,True
g06-031d-02-01,for,3,230.41649780479568,94,126,839,True
g06-031d-02-02,my,2,207.8225108225108,77,48,120,True
g06-031d-02-05,I,1,192.0473790322581,16,62,648,True
g06-031d-02-06,may,3,220.51703077284475,129,66,162,True
g06-031d-02-07,be,2,211.71612433220008,58,71,723,True
g06-031d-03-02,but,3,212.7285664699757,86,67,418,True
g06-031d-03-04,that,4,212.73644859813083,107,80,1127,True
g06-031d-03-05,the,3,207.608228317272,76,71,5825,True
g06-031d-03-07,of,2,223.8247602441151,62,111,3190,True
g06-031d-03-08,the,3,208.42892156862743,78,68,5825,True
g06-031d-04-00,will,4,219.2856003645477,114,77,270,True
g06-031d-04-01,be,2,217.81921253349827,63,77,723,True
g06-031d-04-02,so,2,189.2347391786904,53,34,212,True
g06-031d-04-04,at,2,219.54471383147853,74,68,560,True
g06-031d-04-05,the,3,206.90097375804592,83,73,5825,True
g06-031d-04-07,of,2,215.89185049019608,64,102,3190,True
g06-031d-05-00,that,4,206.6717597471022,104,73,1127,True
g06-031d-05-01,the,3,203.97235621521327,77,70,5825,True
g06-031d-05-05,a,1,172.11842105263162,38,36,2260,True
g06-031d-05-08,which,5,221.8875661375661,162,84,423,True
g06-031d-06-00,be,2,209.3438818565401,60,79,723,True
g06-031d-06-01,had,3,214.91008771929825,114,88,732,True
g06-031d-06-03,will,4,224.2699428571429,125,70,270,True
g06-031d-06-04,be,2,213.6761089152393,66,69,723,True
g06-031d-06-05,a,1,176.16302521008404,34,35,2260,True
g06-031d-06-07,of,2,220.0944733796296,64,108,3190,True
g06-031d-06-11,then,4,217.63013845658477,121,77,98,True
g06-031d-07-01,what,4,223.57492684429383,151,86,154,True
g06-031d-07-02,may,3,216.2100445009536,121,65,162,True
g06-031e-00-02,a,1,149.8287841191067,26,31,2260,True
g06-031e-00-07,he,2,201.63256048387095,64,62,885,True
g06-031e-01-03,I,1,148.15656565656562,11,54,648,True
g06-031e-01-07,but,3,193.5394605394605,91,55,418,True
g06-031e-01-08,I,1,153.82588597842835,11,59,648,True
g06-031e-02-00,for,3,203.45717993079583,68,102,839,True
g06-031e-02-01,my,2,206.9300354251012,104,76,120,True
g06-031e-02-04,I,1,150.81432748538012,12,57,648,True
g06-031e-02-05,may,3,202.45755517826825,133,62,162,True
g06-031e-02-06,be,2,202.53442622950817,65,61,723,True
g06-031e-02-10,I,1,158.26325757575756,11,48,648,True
g06-031e-03-00,but,3,201.6083333333333,98,60,418,True
g06-031e-03-02,that,4,193.01624707259955,122,56,1127,True
g06-031e-03-03,the,3,198.94786293294032,92,59,5825,True
g06-031e-03-05,of,2,201.8528740402573,61,79,3190,True
g06-031e-03-06,the,3,195.58839406207832,91,57,5825,True
g06-031e-03-08,will,4,199.93864468864467,91,60,270,True
g06-031e-03-09,be,2,183.63896103896104,49,55,723,True
g06-031e-03-10,so,2,165.7581254724112,49,27,212,True
g06-031e-04-01,at,2,197.3457746478873,71,60,560,True
g06-031e-04-02,the,3,191.6586799276673,79,56,5825,True
g06-031e-04-04,of,2,193.79231210556512,63,83,3190,True
g06-031e-04-07,that,4,198.26549145299143,117,64,1127,True
g06-031e-04-08,the,3,191.1483560545309,86,58,5825,True
g06-031e-05-02,a,1,148.1929292929293,33,30,2260,True
g06-031e-05-05,which,5,197.3779995966929,171,58,423,True
g06-031e-05-07,be,2,191.6994977678572,64,56,723,True
g06-031e-05-08,had,3,191.87097953216372,96,57,732,True
g06-031e-05-10,will,4,189.16161616161617,99,50,270,True
g06-031e-05-11,be,2,184.6132463967056,62,47,723,True
g06-031e-05-12,a,1,159.1060371517028,34,38,2260,True
g06-031e-06-01,of,2,196.3474153297683,66,85,3190,True
g06-031e-06-05,then,4,200.4206552186092,119,69,98,True
g06-031e-06-08,what,4,192.9125725338492,141,55,154,True
g06-031e-06-09,may,3,204.1452193475816,127,70,162,True
g06-031f-00-02,a,1,197.91502463054184,28,29,2260,True
g06-031f-00-07,he,2,225.59412861137,58,74,885,True
g06-031f-00-11,I,1,218.64523809523808,21,60,648,True
g06-031f-01-01,I,1,222.4944168734492,26,62,648,True
g06-031f-01-05,but,3,221.02964743589743,78,64,418,True
g06-031f-01-06,I,1,209.28333333333333,17,60,648,True
g06-031f-01-09,for,3,229.5142469470828,67,77,839,True
g06-031f-01-10,my,2,217.9547047047047,74,54,120,True
g06-031f-01-13,I,1,222.00338983050847,25,59,648,True
g06-031f-01-14,may,3,212.67511371020143,81,57,162,True
g06-031f-02-00,be,2,228.8115169964485,54,73,723,True
g06-031f-02-04,I,1,223.9342372881356,25,59,648,True
g06-031f-02-06,but,3,222.9886363636364,88,69,418,True
g06-031f-02-08,that,4,212.81862426995457,92,67,1127,True
g06-031f-02-09,the,3,215.80828779599275,72,61,5825,True
g06-031f-02-11,of,2,223.04194819819816,48,74,3190,True
g06-031f-02-12,the,3,218.9112814895948,83,66,5825,True
g06-031f-03-01,will,4,214.0783625730994,75,57,270,True
g06-031f-03-02,be,2,226.8221634332745,54,63,723,True
g06-031f-03-03,so,2,197.17062818336163,38,31,212,True
g06-031f-03-05,at,2,218.2232026143791,51,60,560,True
g06-031f-03-06,the,3,211.07641806722685,68,56,5825,True
g06-031f-03-08,of,2,218.46680338374776,47,83,3190,True
g06-031f-03-11,that,4,216.9337548103354,107,68,1127,True
g06-031f-03-12,the,3,212.8645759087669,61,69,5825,True
g06-031f-04-03,a,1,198.5294871794872,30,26,2260,True
g06-031f-04-06,which,5,196.5701092611863,124,62,423,True
g06-031f-04-08,be,2,230.49686595949856,61,68,723,True
g06-031f-04-09,had,3,221.10505319148936,94,72,732,True
g06-031f-04-11,will,4,214.4340701219512,82,64,270,True
g06-031f-04-12,be,2,225.08159722222223,48,72,723,True
g06-031f-05-00,a,1,202.25625,25,32,2260,True
g06-031f-05-02,of,2,218.2029964747356,46,74,3190,True
g06-031f-05-06,then,4,211.65198863636363,99,64,98,True
g06-031f-05-09,what,4,215.03871994342288,101,56,154,True
g06-031f-05-10,may,3,215.95987654320987,108,63,162,True
g06-031g-00-02,a,1,191.69,45,40,2260,True
g06-031g-00-07,he,2,206.72665964172813,73,65,885,True
g06-031g-00-11,I,1,203.98330241187384,33,49,648,True
g06-031g-01-03,I,1,200.01111111111112,30,51,648,True
g06-031g-01-07,but,3,204.27100591715973,104,65,418,True
g06-031g-01-08,I,1,200.6086956521739,34,46,648,True
g06-031g-02-01,for,3,207.82968888888888,75,75,839,True
g06-031g-02-02,my,2,203.89012767487856,83,67,120,True
g06-031g-02-05,I,1,202.5942265795207,36,51,648,True
g06-031g-02-06,may,3,209.75616438356164,146,60,162,True
g06-031g-02-07,be,2,195.35396453663432,61,49,723,True
g06-031g-02-11,I,1,199.7748724489796,32,49,648,True
g06-031g-03-00,but,3,205.5308537616229,91,65,418,True
g06-031g-03-02,that,4,200.54178885630495,110,62,1127,True
g06-031g-03-03,the,3,198.21289322109,74,61,5825,True
g06-031g-03-05,of,2,211.76129943502823,59,72,3190,True
g06-031g-03-06,the,3,195.6490316485593,73,58,5825,True
g06-031g-03-08,will,4,209.38095777199143,121,73,270,True
g06-031g-03-09,be,2,198.6585858585859,63,55,723,True
g06-031g-03-10,so,2,198.46632653061224,84,35,212,True
g06-031g-04-00,at,2,202.8169540229885,60,58,560,True
g06-031g-04-01,the,3,194.3508064516129,84,62,5825,True
g06-031g-04-03,of,2,201.69880107658432,61,67,3190,True
g06-031g-04-06,that,4,196.9208955223881,110,67,1127,True
g06-031g-04-07,the,3,189.76700278910104,79,59,5825,True
g06-031g-05-01,a,1,180.5882352941176,50,34,2260,True
g06-031g-05-04,which,5,195.4007830404889,154,68,423,True
g06-031g-05-06,be,2,191.42910555076213,61,57,723,True
g06-031g-05-07,had,3,196.68846153846152,120,65,732,True
g06-031g-05-09,will,4,195.72231584015407,124,67,270,True
g06-031g-05-10,be,2,192.67867352773013,66,53,723,True
g06-031g-05-11,a,1,186.93357142857144,40,35,2260,True
g06-031g-06-00,of,2,204.5203125,64,80,3190,True
g06-031g-06-04,then,4,196.397671957672,75,63,98,True
g06-031g-06-07,what,4,205.1185844370861,151,64,154,True
g06-031g-06-08,may,3,209.3066433566433,130,66,162,True
g06-031h-00-02,a,1,210.61782661782655,42,39,2260,True
g06-031h-00-07,he,2,227.61472303207,98,70,885,True
g06-031h-00-11,I,1,200.35435056746533,13,61,648,True
g06-031h-01-03,I,1,222.81969696969696,24,55,648,True
g06-031h-01-07,but,3,225.2086297556449,122,53,418,True
g06-031h-01-08,I,1,214.76094276094275,18,66,648,True
g06-031h-02-01,for,3,230.969797979798,100,99,839,True
g06-031h-02-02,my,2,230.80554357204483,122,76,120,True
g06-031h-02-05,I,1,201.0673076923077,16,78,648,True
g06-031h-02-06,may,3,223.4488425925925,144,60,162,True
g06-031h-02-07,be,2,221.5329004329004,77,60,723,True
g06-031h-03-01,I,1,213.6216006216006,33,39,648,True
g06-031h-03-03,but,3,227.5194444444444,120,54,418,True
g06-031h-03-05,that,4,221.5373781148429,142,65,1127,True
g06-031h-03-06,the,3,223.29658469945355,120,61,5825,True
g06-031h-04-00,of,2,229.59049681873563,89,83,3190,True
g06-031h-04-01,the,3,225.13909774436087,133,60,5825,True
g06-031h-04-03,will,4,220.3813387423935,102,58,270,True
g06-031h-04-04,be,2,212.11327392120077,82,52,723,True
g06-031h-04-05,so,2,218.2061224489796,49,40,212,True
g06-031h-04-07,at,2,226.54211538461536,80,65,560,True
g06-031h-04-08,the,3,223.0540540540541,111,63,5825,True
g06-031h-04-10,of,2,227.88162962962963,90,75,3190,True
g06-031h-05-02,that,4,223.30498313975272,157,68,1127,True
g06-031h-05-03,the,3,224.7046875,128,70,5825,True
g06-031h-05-07,a,1,200.9001349527665,39,38,2260,True
g06-031h-06-02,which,5,227.19128329297817,182,59,423,True
g06-031h-06-04,be,2,215.0187727654805,83,43,723,True
g06-031h-06-05,had,3,213.27099686028257,98,52,732,True
g06-031h-06-07,will,4,224.76587301587296,98,72,270,True
g06-031h-06-08,be,2,211.9758904109589,73,50,723,True
g06-031h-06-09,a,1,192.0993897122929,31,37,2260,True
g06-031h-07-00,of,2,226.0617474529176,82,79,3190,True
g06-031h-07-04,then,4,226.3670327304048,172,54,98,True
g06-031h-07-07,what,4,223.81618581019785,167,66,154,True
g06-031h-07-08,may,3,224.22404371584705,144,61,162,True
g06-031i-00-02,a,1,143.78146853146853,26,22,2260,True
g06-031i-00-07,he,2,168.86206896551727,29,23,885,True
